Poster,No_Bedroom,Area,Apartment_Type,Furniture_Type,Price,Latitude,Longitude
 cá nhân ,1.0,60.0,chung cư thường,full cao cấp,11.0,20.9922803,105.8684028
 môi giới ,2.0,60.0,chung cư thường,full,9.0,21.0181513,105.7894426
 cá nhân ,1.0,25.0,chung cư mini,unk,3.5,21.0477875,105.8450464
 môi giới ,1.0,30.0,chung cư mini,full cao cấp,3.8,21.0068271,105.8152396
 môi giới ,1.0,47.0,chung cư thường,full,7.5,21.0538868,105.7876175
 môi giới ,2.0,50.0,chung cư thường,full cao cấp,8.5,10.731846,106.6729029
 môi giới ,3.0,90.0,chung cư thường,full,9.5,20.973386,105.8662041
 môi giới ,2.0,83.0,chung cư thường,cơ bản,11.0,21.0560248,105.7967419
 môi giới ,1.0,52.0,chung cư thường,full,11.0,21.0043594,105.7944744
 môi giới ,1.0,48.0,chung cư thường,full cao cấp,5.0,21.0097745,105.9672329
 môi giới ,3.0,150.0,chung cư thường,unk,16.0,21.0170062,105.8150862
 môi giới ,2.0,74.0,chung cư thường,full,8.0,20.9895261,105.8654771
 môi giới ,1.0,35.0,chung cư mini,unk,4.7,21.0009674,105.7933403
 môi giới ,2.0,75.0,chung cư thường,cơ bản,8.0,21.0066857,105.8126327
 môi giới ,1.0,30.0,chung cư studio,full,5.8,21.0278085,105.7999338
 môi giới ,3.0,105.0,chung cư thường,cơ bản,11.0,21.0442326,105.7673186
 môi giới ,3.0,116.0,chung cư thường,unk,14.0,21.0233822,105.7933115
 môi giới ,2.0,80.0,chung cư thường,full,12.0,21.0060414,105.8065104
 cá nhân ,2.0,40.0,chung cư thường,full,3.0,21.050712,105.842889
 môi giới ,3.0,127.0,chung cư thường,cơ bản,12.0,21.0738351,105.8076991
 môi giới ,3.0,115.0,chung cư thường,unk,9.0,20.9895751,105.8650797
 môi giới ,2.0,70.0,chung cư thường,unk,9.0,21.0562709,105.9132404
 môi giới ,2.0,55.0,chung cư thường,full,8.5,21.0176581,105.7984746
 môi giới ,4.0,192.0,chung cư thường,full,17.0,21.0302289,105.7765728
 môi giới ,1.0,25.0,chung cư studio,full,3.6,21.0473565,105.7467341
 môi giới ,1.0,38.0,chung cư thường,full,4.0,21.0126727,105.803377
 môi giới ,2.0,80.0,chung cư thường,full cao cấp,12.0,20.9948414,105.8060662
 cá nhân ,3.0,100.0,chung cư thường,cơ bản,11.0,21.0021832,105.8201137
 môi giới ,1.0,38.0,chung cư thường,full,10.0,21.0105633,105.7994223
 môi giới ,1.0,45.0,chung cư mini,full,4.2,20.9878704,105.8183772
 môi giới ,2.0,90.0,chung cư thường,unk,7.0,21.0417308,105.8099499
 cá nhân ,2.0,63.0,chung cư thường,nguyên bản,2.5,21.1513947,105.8462312
 môi giới ,1.0,55.0,chung cư thường,full,8.0,21.0464088,105.7889115
 môi giới ,2.0,70.0,chung cư thường,full,9.0,20.9641152,105.7619568
 môi giới ,1.0,50.0,chung cư thường,full,7.0,21.0718193,105.8054102
 môi giới ,2.0,65.0,chung cư thường,full,8.0,21.017032,105.7982605
 môi giới ,1.0,50.0,chung cư thường,full,7.3,21.0021727,105.8515549
 cá nhân ,3.0,85.0,chung cư thường,full,10.0,21.0171624,105.8553421
 cá nhân ,1.0,20.0,chung cư mini,full,2.8,21.0191816,105.8353396
 môi giới ,1.0,25.0,chung cư mini,full,2.8,20.9791537,105.7962032
 môi giới ,1.0,25.0,chung cư thường,full,3.4,20.9795348,105.7799671
 môi giới ,1.0,30.0,chung cư mini,full,4.0,20.9923944,105.813598
 môi giới ,1.0,25.0,chung cư thường,full,3.0,21.0017107,105.8508612
 cá nhân ,1.0,25.0,chung cư thường,unk,3.1,21.0281942,105.7687818
 môi giới ,1.0,25.0,chung cư thường,full,3.0,21.012505,105.828717
 môi giới ,2.0,80.0,chung cư thường,unk,7.0,21.0333475,105.7698529
 môi giới ,1.0,30.0,chung cư thường,unk,3.4,20.9800059,105.7721462
 cá nhân ,4.0,141.0,chung cư tập thể,nguyên bản,9.0,20.9662797,105.7713542
 cá nhân ,1.0,45.0,chung cư mini,unk,5.0,21.0562111,105.8044891
 môi giới ,1.0,23.0,chung cư mini,full,3.0,21.0477697,105.7924043
 môi giới ,2.0,60.0,chung cư thường,full,10.0,21.0852602,105.816961
 môi giới ,2.0,70.0,chung cư mini,full,10.0,21.0227782,105.8433928
 môi giới ,1.0,55.0,chung cư thường,cơ bản,8.5,21.0349188,105.7643975
 môi giới ,2.0,90.0,chung cư thường,full,8.5,20.9763059,105.8485736
 môi giới ,2.0,70.0,chung cư thường,full,12.0,21.0042496,105.8033839
 môi giới ,1.0,35.0,chung cư mini,full,4.3,21.0036206,105.8110679
 môi giới ,1.0,53.0,chung cư thường,unk,11.0,20.9963826,105.8619728
 môi giới ,1.0,28.0,chung cư mini,full,3.6,21.0036206,105.8110679
 môi giới ,1.0,50.0,chung cư thường,cơ bản,7.0,21.0462783,105.7955725
 cá nhân ,2.0,86.0,chung cư thường,unk,11.0,21.0813198,105.8144289
 môi giới ,1.0,28.0,chung cư studio,full,7.5,21.0041237,105.7819569
 môi giới ,1.0,30.0,chung cư mini,full,4.0,21.0460398,105.7932705
 cá nhân ,2.0,65.0,chung cư thường,unk,6.5,20.9638397,105.8278898
 cá nhân ,1.0,45.0,chung cư tập thể,unk,4.8,21.0050442,105.8220837
 môi giới ,3.0,118.0,chung cư thường,unk,13.5,20.9828584,105.7813337
 môi giới ,3.0,143.0,chung cư thường,full,14.0,21.0070457,105.8029953
 môi giới ,2.0,90.0,chung cư thường,nguyên bản,8.0,20.9749347,105.7808936
 môi giới ,2.0,74.0,chung cư thường,cơ bản,12.0,21.0303607,105.8130746
 môi giới ,2.0,80.0,chung cư thường,full,15.0,21.000758,105.8279249
 môi giới ,2.0,120.0,chung cư mini,full,6.5,21.0203116,105.8083282
 môi giới ,1.0,40.0,chung cư thường,full,8.0,21.0718193,105.8054102
 môi giới ,1.0,42.0,chung cư thường,full cao cấp,6.5,21.0041237,105.7819569
 cá nhân ,1.0,48.0,chung cư thường,full cao cấp,12.0,21.0705731,105.81175
 môi giới ,1.0,25.0,chung cư mini,full,3.0,21.0492732,105.7424775
 môi giới ,3.0,95.0,chung cư thường,full,12.5,21.0303441,105.7616398
 môi giới ,2.0,60.0,chung cư tập thể,unk,6.0,21.0201687,105.8122505
 môi giới ,3.0,115.0,chung cư thường,full,16.0,21.0007314,105.8160439
 môi giới ,1.0,35.0,chung cư studio,full,6.8,21.0175,105.8116667
 môi giới ,2.0,60.0,chung cư thường,full,13.5,21.0105633,105.7994223
 môi giới ,1.0,43.0,chung cư thường,cơ bản,5.5,20.9342593,106.2519411
 môi giới ,3.0,106.0,chung cư thường,full,10.0,21.0180002,105.7821755
 môi giới ,3.0,126.0,chung cư thường,full,16.0,21.0010413,105.8037596
 môi giới ,3.0,127.0,chung cư thường,full,13.0,21.0442326,105.7673186
 cá nhân ,1.0,35.0,chung cư thường,full cao cấp,6.0,21.0510684,105.8117135
 môi giới ,3.0,120.0,chung cư thường,cơ bản,8.5,20.9895751,105.8650797
 cá nhân ,2.0,70.0,chung cư thường,full,9.0,20.9973443,105.7875688
 môi giới ,2.0,70.0,chung cư thường,full,10.0,21.0164183,105.9448441
 môi giới ,2.0,70.0,chung cư thường,full,10.0,21.0164183,105.9448441
 môi giới ,2.0,60.0,chung cư thường,unk,10.0,21.0185409,105.7913328
 môi giới ,3.0,100.0,chung cư thường,cơ bản,9.5,20.9772676,105.8359708
 môi giới ,2.0,85.0,chung cư thường,full,16.0,21.0043594,105.7944744
 môi giới ,2.0,80.0,chung cư thường,full cao cấp,11.0,21.0060414,105.8065104
 môi giới ,2.0,38.0,chung cư thường,unk,11.0,21.0105633,105.7994223
 cá nhân ,1.0,49.0,chung cư thường,full,4.0,20.9982285,105.952689
 môi giới ,2.0,70.0,chung cư thường,unk,7.5,21.0696815,105.8795661
 môi giới ,1.0,30.0,chung cư thường,cơ bản,3.8,20.9845891,105.7995813
 môi giới ,1.0,38.0,chung cư studio,full,9.0,21.0043594,105.7944744
 môi giới ,2.0,70.0,chung cư thường,full,8.0,20.9892354,105.8745359
 môi giới ,2.0,90.0,chung cư tập thể,unk,7.0,21.0417308,105.8099499
 môi giới ,1.0,42.0,chung cư thường,full cao cấp,6.5,21.0041237,105.7819569
 môi giới ,3.0,130.0,chung cư thường,full,13.0,21.0225664,105.8096175
 cá nhân ,2.0,30.0,chung cư tập thể,unk,3.0,21.0315841,105.8504413
 môi giới ,1.0,25.0,chung cư studio,full,7.0,21.045335,105.8404731
 môi giới ,1.0,45.0,chung cư thường,unk,7.0,21.0362115,105.7869772
 cá nhân ,2.0,100.0,chung cư thường,unk,10.0,21.0314262,105.8547751
 môi giới ,1.0,50.0,chung cư thường,full cao cấp,7.0,21.036819,105.7808467
 môi giới ,1.0,25.0,chung cư studio,unk,4.0,21.0352048,105.8532609
 môi giới ,1.0,50.0,chung cư thường,unk,7.0,21.066914,105.8245234
 môi giới ,1.0,35.0,chung cư thường,full,4.6,21.0214975,105.7748568
 môi giới ,1.0,40.0,chung cư mini,full,4.3,21.0221606,105.771796
 môi giới ,2.0,80.0,chung cư thường,full,22.0,21.0320552,105.8140835
 cá nhân ,1.0,25.0,chung cư thường,unk,5.0,20.9778445,105.843358
 cá nhân ,2.0,66.0,chung cư thường,full,6.5,21.0711265,105.7911357
 cá nhân ,4.0,80.0,chung cư thường,full,1.0,20.9917435,105.8682811
 môi giới ,1.0,52.0,chung cư thường,full,4.5,21.0377412,105.8008204
 cá nhân ,2.0,90.0,chung cư thường,full,10.0,20.9904924,105.7831837
 cá nhân ,3.0,90.0,chung cư thường,full cao cấp,12.0,21.0090129,105.8124315
 môi giới ,1.0,50.0,chung cư thường,full,9.0,21.0718193,105.8054102
 môi giới ,2.0,45.0,chung cư thường,full,6.0,21.0164183,105.9448441
 môi giới ,2.0,75.0,chung cư thường,full,8.0,20.9942444,105.8567243
 cá nhân ,1.0,54.0,chung cư thường,full,3.0,20.9729367,105.8193741
 cá nhân ,2.0,35.0,chung cư tập thể,unk,4.5,21.0234974,105.8529512
 môi giới ,3.0,100.0,chung cư thường,full cao cấp,6.0,21.082717,105.7851
 cá nhân ,2.0,61.0,chung cư thường,unk,6.5,20.9984412,105.7519261
 môi giới ,2.0,85.0,chung cư thường,full cao cấp,11.0,21.0303441,105.7616398
 môi giới ,2.0,75.0,chung cư tập thể,full,8.0,21.0288348,105.8213945
 môi giới ,3.0,105.0,chung cư thường,unk,9.0,21.0237785,105.7670494
 môi giới ,1.0,40.0,chung cư mini,full,4.0,20.9875545,105.8135338
 môi giới ,3.0,86.0,chung cư thường,nguyên bản,9.0,21.0030906,105.6483168
 môi giới ,3.0,105.0,chung cư thường,full cao cấp,15.5,10.8211459,106.6394183
 môi giới ,1.0,25.0,chung cư mini,full,3.0,20.9875082,105.8129406
 môi giới ,1.0,42.0,chung cư mini,full,6.0,21.0017507,105.7997701
 môi giới ,2.0,60.0,chung cư thường,full,11.0,21.031007,105.7598975
 cá nhân ,2.0,60.0,chung cư tập thể,full,6.0,20.9990138,105.8027825
 môi giới ,1.0,20.0,chung cư mini,full,2.1,20.9686774,105.7867796
 môi giới ,1.0,34.0,chung cư thường,cơ bản,8.0,21.0718193,105.8054102
 môi giới ,2.0,110.0,chung cư thường,full,13.0,21.0030354,105.8054447
 cá nhân ,1.0,25.0,chung cư mini,full,3.0,20.9766023,105.7802778
 cá nhân ,1.0,28.0,chung cư thường,full,3.5,21.0309081,105.7739834
 cá nhân ,1.0,25.0,chung cư mini,full,3.4,20.9682343,105.7939633
 môi giới ,2.0,90.0,chung cư thường,full,15.0,21.0042501,105.8695696
 môi giới ,1.0,30.0,chung cư mini,full,4.2,21.0272924,105.7740842
 môi giới ,3.0,120.0,chung cư thường,full,13.0,21.0141788,105.7775527
 môi giới ,3.0,145.0,chung cư thường,full,18.0,20.999531,105.8074389
 môi giới ,2.0,80.0,chung cư thường,full,12.0,20.9948414,105.8060662
 môi giới ,2.0,75.0,chung cư thường,full,8.5,20.9726736,105.8781402
 cá nhân ,1.0,50.0,chung cư thường,full,4.5,21.0191396,105.7751518
 môi giới ,2.0,45.0,chung cư tập thể,full,3.3,20.9808202,105.8477992
 cá nhân ,1.0,25.0,chung cư mini,full,2.5,20.9848364,105.8598553
 cá nhân ,2.0,55.0,chung cư thường,unk,7.0,21.0164183,105.9448441
 môi giới ,2.0,71.0,chung cư thường,full cao cấp,10.0,21.028257,105.790815
 môi giới ,1.0,56.0,chung cư thường,full,7.0,21.0362115,105.7869772
 cá nhân ,1.0,30.0,chung cư thường,unk,2.5,20.9836114,105.8422401
 cá nhân ,1.0,50.0,chung cư thường,unk,5.0,21.0306915,105.7592122
 môi giới ,2.0,60.0,chung cư mini,full,7.5,21.0329591,105.8313638
 môi giới ,2.0,80.0,chung cư thường,full,8.0,20.9624229,105.7640866
 cá nhân ,2.0,100.0,chung cư thường,full,15.0,21.0152594,105.8002595
 môi giới ,3.0,110.0,chung cư thường,full,11.0,21.0305656,105.7760067
 cá nhân ,2.0,68.0,chung cư thường,unk,8.0,21.0247103,105.8054051
 môi giới ,2.0,80.0,chung cư thường,full,15.0,21.028719,105.7836036
 cá nhân ,2.0,60.0,chung cư thường,full,13.0,21.0043594,105.7944744
 môi giới ,1.0,45.0,chung cư thường,full,5.0,20.9599379,105.8337546
 cá nhân ,1.0,30.0,chung cư mini,full,3.5,21.0055267,105.7791327
 môi giới ,1.0,30.0,chung cư thường,full,3.2,21.0452041,105.7516477
 cá nhân ,1.0,25.0,chung cư thường,unk,4.7,21.022477,105.8490424
 môi giới ,2.0,55.0,chung cư thường,full cao cấp,7.0,21.0367702,105.8011445
 cá nhân ,3.0,70.0,chung cư thường,unk,8.0,21.0861356,105.7856819
 môi giới ,3.0,76.0,chung cư thường,full,10.0,21.028257,105.790815
 cá nhân ,2.0,65.0,chung cư thường,unk,10.0,20.9791557,105.7855763
 môi giới ,2.0,80.0,chung cư thường,full cao cấp,11.0,21.0625497,105.807909
 môi giới ,2.0,100.0,chung cư thường,full,13.0,21.0342555,105.7820067
 cá nhân ,3.0,90.0,chung cư tập thể,unk,6.0,21.0006297,105.8538353
 môi giới ,2.0,68.0,chung cư thường,cơ bản,7.0,21.031007,105.7598975
 môi giới ,2.0,76.0,chung cư thường,full,7.5,20.9578958,105.8430654
 môi giới ,1.0,38.0,chung cư cao cấp,full,5.6,21.0516799,105.8102646
 môi giới ,2.0,50.0,chung cư thường,full,5.0,20.9438041,105.756738
 cá nhân ,2.0,70.0,chung cư tập thể,full,6.0,20.9799834,105.7906288
 môi giới ,1.0,30.0,chung cư thường,unk,3.2,20.9920892,105.7996213
 môi giới ,1.0,24.0,chung cư mini,full,3.0,20.9969207,105.8571236
 môi giới ,1.0,28.0,chung cư thường,full,3.6,20.9790736,105.8123297
 cá nhân ,3.0,115.0,chung cư thường,nguyên bản,10.0,20.9895751,105.8650797
 cá nhân ,3.0,92.0,chung cư thường,full,9.0,21.029268,105.7637742
 cá nhân ,1.0,35.0,chung cư thường,full,4.3,21.0179009,105.8643552
 môi giới ,1.0,25.0,chung cư mini,full,3.5,21.0085605,105.8172526
 môi giới ,2.0,68.0,chung cư thường,full cao cấp,10.0,21.031007,105.7598975
 cá nhân ,1.0,45.0,chung cư thường,full cao cấp,7.5,21.0369189,105.7940027
 môi giới ,2.0,50.0,chung cư thường,full,7.3,21.0028376,105.8214577
 môi giới ,1.0,45.0,chung cư thường,unk,4.5,20.9599379,105.8337546
 môi giới ,2.0,75.0,chung cư thường,full,8.0,21.031007,105.7598975
 môi giới ,2.0,93.0,chung cư thường,unk,8.0,21.0349188,105.7643975
 môi giới ,1.0,25.0,chung cư mini,full,3.0,20.972307,105.7955793
 môi giới ,2.0,86.0,chung cư thường,full,10.5,21.0442326,105.7673186
 môi giới ,2.0,60.0,chung cư thường,full,9.5,21.0183106,105.7691467
 môi giới ,2.0,70.0,chung cư thường,full,10.0,21.0852602,105.816961
 môi giới ,2.0,113.0,chung cư thường,full,13.0,21.0295683,105.7918811
 môi giới ,1.0,45.0,chung cư studio,cơ bản,9.0,21.0607423,105.8090045
 môi giới ,2.0,60.0,chung cư thường,unk,8.5,21.0462783,105.7955725
 môi giới ,2.0,100.0,chung cư thường,cơ bản,16.0,21.0007314,105.8160439
 môi giới ,2.0,70.0,chung cư thường,full,8.0,21.0314626,105.837105
 cá nhân ,2.0,58.0,chung cư thường,full,6.0,21.0041978,105.8693679
 môi giới ,2.0,91.0,chung cư thường,full,14.5,21.0042501,105.8695696
 môi giới ,1.0,25.0,chung cư mini,cơ bản,3.6,21.0073537,105.8058725
 cá nhân ,1.0,32.0,chung cư thường,full,3.3,20.9800059,105.7721462
 môi giới ,2.0,30.0,chung cư thường,unk,3.4,20.9791537,105.7962032
 môi giới ,1.0,27.0,chung cư mini,cơ bản,3.7,21.0036206,105.8110679
 môi giới ,2.0,55.0,chung cư thường,full,6.0,21.0164183,105.9448441
 môi giới ,1.0,30.0,chung cư mini,full,4.5,21.0105633,105.7994223
 môi giới ,2.0,78.0,chung cư thường,full cao cấp,10.0,21.0185409,105.7913328
 môi giới ,1.0,35.0,chung cư mini,full,4.3,21.0237785,105.7670494
 cá nhân ,2.0,50.0,chung cư thường,unk,4.5,21.0331255,105.8183325
 môi giới ,1.0,35.0,chung cư mini,full,4.3,21.0237785,105.7670494
 môi giới ,1.0,25.0,chung cư thường,full,3.3,21.0363703,105.7808626
 môi giới ,1.0,30.0,chung cư thường,full,3.7,21.0097179,105.7932621
 môi giới ,1.0,30.0,chung cư mini,full cao cấp,3.0,21.0515647,105.7310063
 cá nhân ,1.0,25.0,chung cư thường,unk,2.8,20.9685829,105.779849
 môi giới ,2.0,65.0,chung cư thường,full,10.5,21.0165579,105.788647
 môi giới ,1.0,25.0,chung cư thường,full cao cấp,4.0,21.0090129,105.8124315
 môi giới ,3.0,100.0,chung cư thường,cơ bản,13.0,21.0257768,105.7917203
 môi giới ,2.0,80.0,chung cư thường,full,8.5,21.0174168,105.7820991
 môi giới ,2.0,70.0,chung cư thường,cơ bản,7.0,20.9748425,105.7770977
 cá nhân ,1.0,25.0,chung cư thường,full,3.8,21.0285861,105.7984759
 môi giới ,1.0,28.0,chung cư thường,full,3.3,21.0739704,105.790872
 môi giới ,2.0,45.0,chung cư tập thể,unk,5.5,21.0041497,105.8249427
 môi giới ,2.0,90.0,chung cư thường,full,11.99,21.0347417,105.7946177
 môi giới ,1.0,40.0,chung cư thường,full cao cấp,7.8,21.0722137,105.8143019
 môi giới ,2.0,70.0,chung cư thường,full,9.5,21.0041237,105.7819569
 môi giới ,1.0,30.0,chung cư thường,cơ bản,5.5,21.0041237,105.7819569
 môi giới ,2.0,60.0,chung cư thường,cơ bản,7.0,21.031007,105.7598975
 môi giới ,1.0,30.0,chung cư thường,unk,4.3,21.0462783,105.7955725
 môi giới ,3.0,89.0,chung cư thường,cơ bản,11.0,21.0569074,105.7842341
 cá nhân ,1.0,80.0,chung cư thường,full cao cấp,9.0,21.0036473,105.8448375
 môi giới ,1.0,35.0,chung cư mini,full,4.0,21.0462783,105.7955725
 cá nhân ,1.0,45.0,chung cư thường,full,4.1,20.9956769,105.8301879
 cá nhân ,2.0,50.0,chung cư thường,cơ bản,5.0,20.9466551,105.756624
 môi giới ,2.0,120.0,chung cư mini,unk,10.5,21.0225664,105.8096175
 môi giới ,2.0,86.0,chung cư mini,unk,8.99,21.0225664,105.8096175
 cá nhân ,2.0,50.0,chung cư thường,unk,2.5,21.0156395,105.8123717
 cá nhân ,1.0,28.0,chung cư thường,full,3.5,21.0036206,105.8110679
 môi giới ,1.0,24.0,chung cư mini,full,3.5,20.9981973,105.8127529
 cá nhân ,3.0,65.0,chung cư thường,full,5.5,21.0456126,105.7907126
 môi giới ,3.0,95.0,chung cư thường,full,12.0,21.0257768,105.7917203
 môi giới ,1.0,25.0,chung cư thường,full,3.0,21.0679338,105.7321831
 môi giới ,1.0,30.0,chung cư studio,full,6.0,21.0225776,105.8318544
 môi giới ,1.0,60.0,chung cư thường,full,5.0,20.9869339,105.8384993
 môi giới ,2.0,75.0,chung cư thường,cơ bản,9.0,21.0325424,105.8003648
 cá nhân ,1.0,25.0,chung cư thường,full,3.0,21.0032299,105.7786142
 cá nhân ,2.0,70.0,chung cư thường,unk,5.5,20.963734,105.825435
 môi giới ,1.0,50.0,chung cư thường,full cao cấp,8.5,21.0584551,105.8350176
 môi giới ,1.0,40.0,chung cư thường,full,7.0,21.0151325,105.8492108
 môi giới ,2.0,50.0,chung cư thường,unk,6.5,21.0225664,105.8096175
 môi giới ,2.0,72.0,chung cư thường,full cao cấp,15.0,21.0007314,105.8160439
 cá nhân ,1.0,40.0,chung cư thường,cơ bản,4.8,20.9845891,105.7995813
 môi giới ,2.0,77.0,chung cư thường,full,10.0,21.0303441,105.7616398
 cá nhân ,1.0,55.0,chung cư thường,full cao cấp,11.0,20.9972755,105.8671037
 môi giới ,3.0,105.0,chung cư thường,unk,12.0,21.0852602,105.816961
 môi giới ,1.0,30.0,chung cư thường,full,5.2,21.0300903,105.7887958
 môi giới ,3.0,99.0,chung cư thường,cơ bản,12.5,21.0852602,105.816961
 môi giới ,1.0,42.0,chung cư thường,full,5.5,21.0207042,105.776202
 môi giới ,1.0,30.0,chung cư mini,full,4.0,21.0617106,105.8944872
 môi giới ,2.0,80.0,chung cư thường,cơ bản,10.5,21.0349188,105.7643975
